date,Asset_ID,Asset_Name,Weight,Open,High,Low,Close,Volume,VWAP
2018-01-03,1,Bitcoin,6.779921907472252,14739.147999999996,15599.7,14150.0,15107.791999999998,83829.05963204,14968.23475742704
2018-01-04,11,Monero,1.6094379124341005,385.305,391.79,352.29,371.0,54597.627422620004,372.3042572174121
2018-01-04,5,EOS.IO,1.3862943611198906,9.398,10.503,9.15,9.4039,7347624.53738327,9.763804292655132
2018-01-04,6,Ethereum,5.8944028342648505,935.41,1009.72,890.01,941.2525,745961.21268393,946.6409373471404
2018-01-04,9,Litecoin,2.3978952727983707,242.858,245.3,219.38,238.132,1067847.0424748,234.1017733756172
2018-01-04,0,Binance Coin,4.30406509320417,9.288,9.6511,8.5595,9.1215,986443.42,9.048949894725846
2018-01-04,1,Bitcoin,6.779921907472252,15096.77,15500.1,13918.04,15158.492000000002,101148.93599709,14820.300205566664
2018-01-05,1,Bitcoin,6.779921907472252,15158.346,17200.0,14600.0,16935.556,108673.17785607,15828.101106129037
2018-01-05,5,EOS.IO,1.3862943611198906,9.4,9.85,8.5079,9.2197,4016998.1544817,9.112319305767665
2018-01-05,0,Binance Coin,4.30406509320417,9.135,16.8172,8.9651,15.0045,2767053.79,11.863208086062544
2018-01-05,11,Monero,1.6094379124341005,373.32,388.0,340.03,356.125,58925.42912636,362.8619126273041
2018-01-05,6,Ethereum,5.8944028342648505,941.115,1045.0,900.0,961.61,664055.04459668,976.1917241785114
2018-01-05,9,Litecoin,2.3978952727983707,237.502,260.0,230.0,242.958,1024284.10164671,243.60416199772013
2018-01-06,1,Bitcoin,6.779921907472252,16940.708,17252.0,16011.21,17118.764000000006,69400.82560172,16666.57012189856
2018-01-06,9,Litecoin,2.3978952727983707,242.782,315.0,238.73,277.4025,1614370.53244574,280.3603588673481
2018-01-06,11,Monero,1.6094379124341005,357.33,395.49,350.08,391.845,77366.3570567,370.9058204744391
2018-01-06,5,EOS.IO,1.3862943611198906,9.2001,9.899,8.7187,9.811,2829205.6130565,9.377064764783135
2018-01-06,6,Ethereum,5.8944028342648505,960.545,1017.56,950.0,1003.67,333804.40766793,990.0747447154338
2018-01-06,0,Binance Coin,4.30406509320417,15.0045,23.6,14.6999,22.5,3133970.37,17.792041002302685
2018-01-07,0,Binance Coin,4.30406509320417,22.5,22.6589,18.05,18.59,1539969.29,20.182184940861895
2018-01-07,1,Bitcoin,6.779921907472252,17115.4875,17176.0,15610.0,16174.2625,60648.062850760005,16507.70318905251
2018-01-07,9,Litecoin,2.3978952727983707,277.5975,289.0,252.4,270.75,735747.85210758,278.4358746760675
2018-01-07,11,Monero,1.6094379124341005,393.59,420.0,380.0,397.41,81469.91556282,406.96873234258913
2018-01-07,5,EOS.IO,1.3862943611198906,9.828,10.9,9.7553,10.166,3489392.16033576,10.139999046508638
2018-01-07,6,Ethereum,5.8944028342648505,1003.7,1125.0,997.87,1113.9275000000002,444421.51838063,1066.7829793945866
2018-01-08,11,Monero,1.6094379124341005,398.29,406.23,345.67,401.285,70425.08314015,386.20860630803145
2018-01-08,5,EOS.IO,1.3862943611198906,10.166,10.39,8.1348,9.5834,4848952.15092443,9.507250080225651
2018-01-08,6,Ethereum,5.8944028342648505,1113.9075000000005,1239.18,910.0,1132.745,947344.92562999,1136.8156617713419
2018-01-08,1,Bitcoin,6.779921907472252,16167.465999999997,16322.3,12812.0,14941.978,113331.89473258001,15263.34699691992
2018-01-08,0,Binance Coin,4.30406509320417,18.589,19.2999,14.0018,18.0399,2114309.81,17.72986352974834
2018-01-08,9,Litecoin,2.3978952727983707,270.754,274.0,212.74,253.392,1095392.3650970499,257.46885961407963
2018-01-09,9,Litecoin,2.3978952727983707,253.262,290.0,228.24,245.81000000000003,804413.17599368,250.93969377986122
2018-01-09,0,Binance Coin,4.30406509320417,17.9969,20.6114,16.435,17.4031,1309761.18,18.179457102351137
2018-01-09,6,Ethereum,5.8944028342648505,1133.45,1326.5,1104.85,1289.6975,704140.81137194,1205.103466899594
2018-01-09,1,Bitcoin,6.779921907472252,14950.762,15500.0,14011.05,14463.164,81382.69620786,14873.425322977677
2018-01-09,11,Monero,1.6094379124341005,402.12,448.74,392.02,410.0,119840.0315527,422.6176567816207
2018-01-09,5,EOS.IO,1.3862943611198906,9.5834,9.7429,8.74,9.2549,2251273.11607423,9.338552211667706
2018-01-10,9,Litecoin,2.3978952727983707,245.96200000000005,254.97,225.05,249.618,871019.98735243,241.39471435190802
2018-01-10,6,Ethereum,5.8944028342648505,1289.35,1440.0,1200.0,1254.78,922078.9487669,1304.7366845965632
2018-01-10,1,Bitcoin,6.779921907472252,14459.393999999998,14979.0,13131.31,14915.538,108751.856176,14181.761413314476
2018-01-10,5,EOS.IO,1.3862943611198906,9.2548,11.48,8.3625,11.2,7987070.30119613,9.636479597017672
2018-01-10,0,Binance Coin,4.30406509320417,17.4103,17.6,14.6004,17.6,1174458.84,16.236041878335296
2018-01-10,11,Monero,1.6094379124341005,411.14,426.0,360.41,403.05,92964.04659886,393.73246190857446
2018-01-11,1,Bitcoin,6.779921907472252,14915.320000000003,15055.0,11400.0,13240.486,153488.74952412548,13677.529501561552
2018-01-11,0,Binance Coin,4.30406509320417,17.6,23.1079,13.66,20.8155,3546088.72,18.248902966845463
2018-01-11,11,Monero,1.6094379124341005,404.32,417.72,340.0,352.38,65275.219301870005,372.0952717437787
2018-01-11,6,Ethereum,5.8944028342648505,1257.1475,1335.0,1021.0,1138.1219999999996,964548.5507340872,1209.3655819411522
2018-01-11,5,EOS.IO,1.3862943611198906,11.2,12.459,8.9,11.233,10413826.67913008,10.864881736176894
2018-01-11,9,Litecoin,2.3978952727983707,249.342,254.0,195.03,225.548,1137907.344338143,232.84539139393553
2018-01-12,5,EOS.IO,1.3862943611198906,11.242,15.24,10.565,13.831,12864794.30290559,13.222194437001871
2018-01-12,1,Bitcoin,6.779921907472252,13230.024,14152.19,12500.0,13816.56,89272.07612755115,13632.491029704719
2018-01-12,0,Binance Coin,4.30406509320417,20.8155,25.18,19.1,22.3716,2897882.27,22.249591512311994
2018-01-12,6,Ethereum,5.8944028342648505,1138.722,1290.0,1069.01,1257.4140000000002,616971.172638167,1217.8206510287578
2018-01-12,11,Monero,1.6094379124341005,352.32,392.0,340.0,389.0,38178.293230870004,369.1481008588171
2018-01-12,9,Litecoin,2.3978952727983707,225.186,242.0,213.01,234.91,702231.6705592785,232.578103044022
2018-01-13,1,Bitcoin,6.779921907472252,13814.404,17200.0,13266.3,14228.863333333333,68629.67752862672,14205.730420873673
2018-01-13,11,Monero,1.6094379124341005,389.52,455.98,0.01,415.12,67163.99464196,411.44553865802027
2018-01-13,6,Ethereum,5.8944028342648505,1257.536,1594.89,1200.1,1385.225,585538.9362635678,1339.6200289271417
2018-01-13,0,Binance Coin,4.30406509320417,22.3711,23.4998,21.04,22.08,1080415.98,21.992331886741777
2018-01-13,5,EOS.IO,1.3862943611198906,13.847,18.67,13.431,15.922,17629873.24311395,16.125771687939885
2018-01-13,9,Litecoin,2.3978952727983707,234.846,266.65,230.7,259.1383333333334,812770.2869215155,244.254036852173
2018-01-14,6,Ethereum,5.8944028342648505,1385.3,1404.95,1220.89,1353.4383333333333,549601.7486527603,1332.1469148792364
2018-01-14,11,Monero,1.6094379124341005,415.785,434.99,348.0,392.61,50877.80421894,400.30101504224564
2018-01-14,9,Litecoin,2.3978952727983707,258.33250000000004,280.0,222.0,236.24666666666667,928781.494768515,243.74868202666903
2018-01-14,5,EOS.IO,1.3862943611198906,15.922,16.014,12.888,13.285,7466262.301354996,14.41540939656612
2018-01-14,1,Bitcoin,6.779921907472252,14230.75,14500.0,12569.2,13582.485178276664,80634.07924271285,13643.448165889087
2018-01-14,0,Binance Coin,4.30406509320417,22.08,22.1,18.21,20.5198,1387028.95,20.4706595294529
2018-01-15,6,Ethereum,5.8944028342648505,1353.4416666666666,1386.0,1250.0,1277.41,451724.8847184264,1316.5271840386677
2018-01-15,11,Monero,1.6094379124341005,395.165,449.18,381.58,413.405,73059.78909904,410.40247461140524
2018-01-15,9,Litecoin,2.3978952727983707,236.12880833333327,247.48,227.6,231.59833333333333,558975.0447579459,237.15853303168345
2018-01-15,0,Binance Coin,4.30406509320417,20.4506,23.231,19.0113,19.4473,2280905.7,20.915251350335087
2018-01-15,5,EOS.IO,1.3862943611198906,13.286,14.7,12.67,12.85,6932073.634742477,13.84472746766246
2018-01-15,1,Bitcoin,6.779921907472252,13582.288333333336,14438.9,13100.0,13581.853333333333,79146.2297882536,13770.64291775563
2018-01-16,9,Litecoin,2.3978952727983707,231.6683333333333,242.0,135.67,183.696,2573443.640471944,203.92856915282073
2018-01-16,1,Bitcoin,6.779921907472252,13580.066666666668,13642.29,9035.0,11256.2,312883.18771324283,12054.27194140058
2018-01-16,6,Ethereum,5.8944028342648505,1278.0383333333334,1285.57,780.0,1038.965,1924696.1783715007,1116.4601578056613
2018-01-16,0,Binance Coin,4.30406509320417,19.381,19.4475,9.89,13.2,9947452.88,15.166848827264587
2018-01-16,5,EOS.IO,1.3862943611198906,12.84,13.1,8.01,9.95,23662973.39453878,11.183613804764905
2018-01-16,11,Monero,1.6094379124341005,413.975,419.41,255.66,316.215,141388.99455221,353.94028259722415
2018-01-17,0,Binance Coin,4.30406509320417,13.22,15.7,9.4001,14.15,9966229.200000001,12.161070165311871
2018-01-17,5,EOS.IO,1.3862943611198906,9.95,10.563,7.5,10.0825,20857941.117211886,9.179120037522322
2018-01-17,11,Monero,1.6094379124341005,317.01,341.39,225.1,320.3300000000001,107151.95562492001,295.6730060514511
2018-01-17,1,Bitcoin,6.779921907472252,11256.22666666667,12358.89,9005.0,11082.995,332054.55209526775,10538.469271214788
2018-01-17,6,Ethereum,5.8944028342648505,1039.22,1164.0,755.0,1013.2533333333332,2378793.147644094,934.971561739878
2018-01-17,9,Litecoin,2.3978952727983707,186.455,216.0,135.0,186.02166666666668,2848226.584942805,172.0508385224866
2018-01-18,6,Ethereum,5.8944028342648505,1012.5866666666666,1115.0,924.21,1006.1916666666666,1282070.847813575,1027.104098167166
2018-01-18,11,Monero,1.6094379124341005,321.2100000000001,353.39,297.79,310.855,60846.17697897,327.650709422066
2018-01-18,1,Bitcoin,6.779921907472252,11082.381666666664,12262.3,10435.33,11119.696666666665,204696.2307824451,11374.600411098569
2018-01-18,0,Binance Coin,4.30406509320417,14.15,15.9,13.0203,13.9502,6691014.58,14.504869575065406
2018-01-18,5,EOS.IO,1.3862943611198906,10.1,11.481,9.55,10.18,13835578.641035322,10.464211201100243
2018-01-18,9,Litecoin,2.3978952727983707,186.10166666666663,211.0,170.5,189.405,1601706.5212671766,191.1299580666009
2018-01-19,6,Ethereum,5.8944028342648505,1005.6433333333332,1105.0,941.0,1037.705,662719.7291538541,1035.4978259339
2018-01-19,11,Monero,1.6094379124341005,310.84,371.55,300.96,366.775,84378.97582667999,328.73373198231013
2018-01-19,0,Binance Coin,4.30406509320417,13.9502,15.4799,13.501,14.9462,3004050.68,14.629578119284844
2018-01-19,5,EOS.IO,1.3862943611198906,10.2055,11.85,9.58,11.1405,12646448.97803247,10.720464564448493
2018-01-19,1,Bitcoin,6.779921907472252,11113.361666666666,12050.39,10360.0,11520.748333333331,125482.92165575492,11409.856817561073
2018-01-19,9,Litecoin,2.3978952727983707,189.205,203.92,176.04,192.95166666666668,859976.962547465,192.26820467789216
2018-01-20,6,Ethereum,5.8944028342648505,1037.815,1171.0,1029.2,1150.7500000000002,562524.8282486653,1116.0087552801883
2018-01-20,9,Litecoin,2.3978952727983707,192.6,216.6,190.67,210.3975,726171.6442142383,204.23972535916957
2018-01-20,5,EOS.IO,1.3862943611198906,11.1415,15.95,11.036,15.6075,19815018.28876251,13.686525160606283
2018-01-20,0,Binance Coin,4.30406509320417,14.93,16.68,14.8249,16.2201,2617624.05,15.851975822581238
2018-01-20,1,Bitcoin,6.779921907472252,11525.465000000002,13099.0,11407.0,12767.373333333337,115803.77591887944,12452.334074884897
2018-01-20,11,Monero,1.6094379124341005,366.33,409.74,353.59,382.2,79681.01758158,383.37916848733744
2018-01-21,11,Monero,1.6094379124341005,383.6,415.0,328.29,347.04,47467.05702277,356.09503585192044
2018-01-21,5,EOS.IO,1.3862943611198906,15.633,15.82,11.992,13.501,21797932.532805663,13.457657025941987
2018-01-21,1,Bitcoin,6.779921907472252,12768.898333333333,12842.2,10965.0,11538.618333333332,135244.76536732345,11848.77944825345
2018-01-21,9,Litecoin,2.3978952727983707,210.516,211.65,180.0,191.06000000000003,691845.7872186999,194.2442912394244
2018-01-21,6,Ethereum,5.8944028342648505,1150.1733333333334,1158.0,925.11,1049.361666666667,642715.5013752216,1074.111949072819
2018-01-21,0,Binance Coin,4.30406509320417,16.24,16.26,13.0339,14.2,3322111.27,14.356418190618127
2018-01-22,0,Binance Coin,4.30406509320417,14.19,14.4978,11.6101,12.9149,2873463.13,13.28146238848278
2018-01-22,1,Bitcoin,6.779921907472252,11533.816666666666,11968.5,9900.24,10811.55,163070.04447453158,11106.1572721757
2018-01-22,5,EOS.IO,1.3862943611198906,13.502,15.28,12.449000000000002,13.486,21647455.620925646,13.706391388334787
2018-01-22,9,Litecoin,2.3978952727983707,191.135,196.0,163.44,179.60333333333335,881877.617434647,183.59809370751327
2018-01-22,6,Ethereum,5.8944028342648505,1049.85,1092.0,908.0,1000.3833333333332,791369.9638628821,1018.5502378586154
2018-01-22,11,Monero,1.6094379124341005,347.315,362.38,285.0,314.44,64424.55557133,328.217794875177
2018-01-23,0,Binance Coin,4.30406509320417,12.9,13.9,11.637,13.1405,2332506.33,12.720187895998341
2018-01-23,9,Litecoin,2.3978952727983707,179.58833333333337,187.39,161.17,177.74599999999998,732752.5561673238,175.6800827906638
2018-01-23,5,EOS.IO,1.3862943611198906,13.4945,13.925999999999998,11.6,12.8795,15020206.407257365,13.006237563118166
2018-01-23,1,Bitcoin,6.779921907472252,10816.874999999998,11456.0,9900.0,10866.391666666666,152710.72580537826,10699.574445093156
2018-01-23,11,Monero,1.6094379124341005,314.025,324.99,283.65,307.31,67982.9996596,306.483075692431
2018-01-23,6,Ethereum,5.8944028342648505,1000.11,1030.0,905.0,985.1983333333332,752070.4868232562,975.9709767205288
2018-01-24,9,Litecoin,2.3978952727983707,177.852,186.3,170.0,180.01166666666663,538418.095804865,178.35385940511242
2018-01-24,0,Binance Coin,4.30406509320417,13.1898,14.3,12.6,13.7,1949543.45,13.411946807758376
2018-01-24,11,Monero,1.6094379124341005,308.33,324.7,296.66,319.025,30995.59727442,311.63642098268167
2018-01-24,5,EOS.IO,1.3862943611198906,12.888,13.97,12.24,13.82,8565802.614535065,13.123080330040342
2018-01-24,6,Ethereum,5.8944028342648505,985.204,1074.0,935.0,1054.715,618867.2675318591,1007.3825351252891
2018-01-24,1,Bitcoin,6.779921907472252,10858.946666666669,11570.48,10350.0,11337.386666666667,112151.02674313354,10988.901084976082
2018-01-25,5,EOS.IO,1.3862943611198906,13.815,15.1,13.473,14.259,10684367.976827107,14.26756004019755
2018-01-25,11,Monero,1.6094379124341005,318.9600000000001,327.7,305.02,315.47,28713.37730861,316.17236181327974
2018-01-25,9,Litecoin,2.3978952727983707,179.93166666666664,186.77,174.84,179.11333333333337,474016.2968296935,180.59290007774152
2018-01-25,1,Bitcoin,6.779921907472252,11339.30666666667,12000.0,10845.0,11144.198333333336,92891.05257099916,11295.80999077777
2018-01-25,6,Ethereum,5.8944028342648505,1054.64,1115.0,1000.01,1047.5833333333333,628363.4396475087,1063.1150193981305
2018-01-25,0,Binance Coin,4.30406509320417,13.7,14.1516,13.01,13.19,1428447.34,13.531542734335044
2018-01-26,0,Binance Coin,4.30406509320417,13.19,13.5989,12.01,13.167,1791261.97,12.975827332931395
2018-01-26,6,Ethereum,5.8944028342648505,1047.5800000000004,1085.0,982.0,1049.4366666666667,597930.8348515935,1042.135706673175
2018-01-26,11,Monero,1.6094379124341005,315.79,329.0,288.32,322.85,37952.39701839,311.0082018894984
2018-01-26,5,EOS.IO,1.3862943611198906,14.261,14.83,12.8,14.2985,9414262.77341249,14.065861017246531
2018-01-26,9,Litecoin,2.3978952727983707,178.91199999999995,183.23,164.49,175.83333333333337,545439.4874651427,175.42463123109084
2018-01-26,1,Bitcoin,6.779921907472252,11142.825,11700.0,10263.32,11088.808655386669,143058.68804169886,11005.211712619339
2018-01-27,0,Binance Coin,4.30406509320417,13.1668,13.550999999999998,12.85,13.39,994235.39,13.213356020048433
2018-01-27,11,Monero,1.6094379124341005,323.755,334.84,308.74,323.685,26055.95720644,322.0535734229918
2018-01-27,6,Ethereum,5.8944028342648505,1049.235,1127.99,1027.0,1111.4366666666667,430735.38519096386,1075.3580379186294
2018-01-27,9,Litecoin,2.3978952727983707,175.68800000000005,185.89,172.5,181.352,413634.0148232752,178.67248386160432
2018-01-27,1,Bitcoin,6.779921907472252,11089.828655386666,11689.0,10800.0,11423.47,88592.7259547886,11230.70160435404
2018-01-27,5,EOS.IO,1.3862943611198906,14.306,14.745,13.855,14.36,4650988.938163285,14.335742499351317
2018-01-28,11,Monero,1.6094379124341005,323.665,340.91,320.14,334.21,29531.07294325,330.8081464573074
2018-01-28,0,Binance Coin,4.30406509320417,13.39,14.0235,13.3,13.7743,1377868.44,13.668929203743794
2018-01-28,5,EOS.IO,1.3862943611198906,14.3735,14.972,14.08,14.7145,4952585.081465444,14.458804943242813
2018-01-28,9,Litecoin,2.3978952727983707,180.9325,198.0,178.65,194.24166666666667,482160.0781060882,187.54216142621695
2018-01-28,1,Bitcoin,6.779921907472252,11425.368333333332,12274.25,11100.0,11724.523333333333,82978.96299481616,11688.142581157741
2018-01-28,6,Ethereum,5.8944028342648505,1111.3200000000004,1277.0,1087.94,1233.37,662274.5625511018,1186.4354746429078
2018-01-29,1,Bitcoin,6.779921907472252,11721.546666666669,11975.02,10840.0,11205.616666666669,71014.9368626412,11318.887126321057
2018-01-29,6,Ethereum,5.8944028342648505,1233.115,1260.0,1122.01,1169.628333333333,496318.24735553475,1184.5769843428657
2018-01-29,9,Litecoin,2.3978952727983707,194.2983333333333,197.32,175.56,180.885,436114.0054292771,183.2169939247662
2018-01-29,0,Binance Coin,4.30406509320417,13.7743,13.87,12.739,12.8253,859933.61,13.1710317100037
2018-01-29,11,Monero,1.6094379124341005,327.47,339.51,308.01,315.68,21224.29126571,319.48768696552827
2018-01-29,5,EOS.IO,1.3862943611198906,14.709,14.85,13.28,13.5715,4849853.272590054,13.878476139030242
2018-01-30,11,Monero,1.6094379124341005,316.0,316.06,261.93,273.08000000000004,52626.59987995,295.09010934989016
2018-01-30,6,Ethereum,5.8944028342648505,1170.4383333333333,1186.98,1018.54,1067.8166666666666,813862.4882398654,1128.948105169763
2018-01-30,0,Binance Coin,4.30406509320417,12.8253,12.98,11.11,11.4602,1328614.01,12.17686641951739
2018-01-30,1,Bitcoin,6.779921907472252,11201.053333333331,11308.42,9711.11,10082.665,150937.9345447555,10681.784544168067
2018-01-30,9,Litecoin,2.3978952727983707,180.78666666666663,182.08,157.65,165.54999999999995,778321.9640978866,173.40716884029663
2018-01-30,5,EOS.IO,1.3862943611198906,13.563,13.61,10.87,11.3475,11572010.860546773,12.533878841936401
2018-01-31,5,EOS.IO,1.3862943611198906,11.338,12.252,10.22,11.982,9431045.349594092,11.508206965089503
2018-01-31,11,Monero,1.6094379124341005,276.17,284.17,260.0,272.415,26849.95113394,273.4754604200817
2018-01-31,6,Ethereum,5.8944028342648505,1067.7583333333332,1135.0,1010.77,1115.0266666666666,548680.2363544621,1088.5510784943358
2018-01-31,1,Bitcoin,6.779921907472252,10085.319470266668,10425.85,9513.1,10194.67960379,112015.73978965213,10049.355729303092
2018-01-31,9,Litecoin,2.3978952727983707,165.49666666666667,169.31,154.88,163.89,629076.1066061936,162.21345533798922
2018-01-31,0,Binance Coin,4.30406509320417,11.4601,11.5483,10.553,11.3131,950988.2000000001,11.086978138297514
2018-02-01,0,Binance Coin,4.30406509320417,11.3055,11.45,8.63,9.5136,2174126.28,10.144331204119885
2018-02-01,9,Litecoin,2.3978952727983707,163.86800000000005,167.58,125.0,142.10833333333332,1280543.3580234994,152.50804459027003
2018-02-01,11,Monero,1.6094379124341005,274.63,278.87,221.01,240.675,45187.46918554,258.0944030921271
2018-02-01,6,Ethereum,5.8944028342648505,1114.5566666666666,1179.4,930.0,1030.005,1084699.9437069527,1091.1082455544285
2018-02-01,1,Bitcoin,6.779921907472252,10193.066666666666,10336.0,8400.0,9118.245,202050.4437162021,9578.269209303284
2018-02-01,5,EOS.IO,1.3862943611198906,11.97,12.2,9.75,10.0955,12584690.818463206,10.818004558801876
2018-02-02,9,Litecoin,2.3978952727983707,142.392,147.0,100.2,131.594,2188461.5421495046,128.3180290984682
2018-02-02,0,Binance Coin,4.30406509320417,9.5011,10.749,7.3,9.83,4022947.66,8.957445455688779
2018-02-02,6,Ethereum,5.8944028342648505,1030.7383333333332,1047.37,726.43,920.1316666666668,1944089.0908140773,917.6826757213722
2018-02-02,5,EOS.IO,1.3862943611198906,10.107,11.2,8.408,10.2625,17338865.87405177,9.720970559623076
2018-02-02,1,Bitcoin,6.779921907472252,9123.145,9300.55,7540.0,8861.148333333333,303142.61131527566,8634.530327595201
2018-02-02,11,Monero,1.6094379124341005,242.37,300.0,182.0,238.32,96342.83672625,227.58227669706005
2018-02-03,11,Monero,1.6094379124341005,234.5,258.95,212.5,252.35,27737.08161417,241.61785837599555
2018-02-03,6,Ethereum,5.8944028342648505,919.8250000000004,999.0,831.71,965.5750000000004,715436.4661938779,938.936338689922
2018-02-03,0,Binance Coin,4.30406509320417,9.8592,10.354,8.5818,9.723,2350077.7399999998,9.620612444162733
2018-02-03,5,EOS.IO,1.3862943611198906,10.2555,11.27,9.143,10.5875,8919098.40876856,10.449748290537512
2018-02-03,9,Litecoin,2.3978952727983707,131.61666666666667,166.99,117.97,159.97166666666666,1627592.7583047482,139.50628984710514
2018-02-03,1,Bitcoin,6.779921907472252,8862.789999999999,9499.0,8022.9,9165.831666666669,139683.94741343154,8917.513017956733
2018-02-04,5,EOS.IO,1.3862943611198906,10.58,10.93,8.3636,8.89405,9147055.38766691,9.894357877958523
2018-02-04,1,Bitcoin,6.779921907472252,9165.516666666666,9410.0,7751.2,8195.718333333332,168040.79062010816,8733.048337796432
2018-02-04,9,Litecoin,2.3978952727983707,159.895,175.0,135.03,148.08499999999995,2524423.7989700376,156.68188427201764
2018-02-04,0,Binance Coin,4.30406509320417,9.72,9.7435,8.012,8.4004,2016894.79,9.002889041446808
2018-02-04,6,Ethereum,5.8944028342648505,965.82,975.0,771.0,826.5699999999997,915069.5377948501,899.1091362248252
2018-02-04,11,Monero,1.6094379124341005,251.445,257.8,210.1,216.5,30150.44785753,236.91081869182335
2018-02-05,11,Monero,1.6094379124341005,217.975,222.27,162.41,178.02499999999995,86641.69518236001,197.50706605166917
2018-02-05,6,Ethereum,5.8944028342648505,827.4666666666667,862.47,614.02,700.4166666666665,1897525.9382696648,769.4931905650466
2018-02-05,5,EOS.IO,1.3862943611198906,8.89405,9.3,6.8,7.087000000000001,15082377.65993751,8.29509982729366
2018-02-05,1,Bitcoin,6.779921907472252,8195.826666666666,8382.8,6425.75,6962.551666666666,336903.90554338245,7627.408197539273
2018-02-05,0,Binance Coin,4.30406509320417,8.401,8.6005,6.0801,6.752000000000002,3128612.99,7.563403152453301
2018-02-05,9,Litecoin,2.3978952727983707,147.76999999999995,154.9,112.0,125.56833333333334,2698444.392552715,137.80299073660936
2018-02-06,5,EOS.IO,1.3862943611198906,7.0888,8.46,5.7917,8.260549999999999,23652793.556690708,7.102053658165571
2018-02-06,9,Litecoin,2.3978952727983707,125.86666666666667,148.87,103.02,141.80166666666662,3501081.29563467,123.71797317588802
2018-02-06,11,Monero,1.6094379124341005,179.125,214.98,147.0,209.4,89858.80607922,175.2304310975189
2018-02-06,0,Binance Coin,4.30406509320417,6.752000000000002,8.6,5.5233,8.3,6158723.2700000005,6.850899744910847
2018-02-06,6,Ethereum,5.8944028342648505,700.3833333333333,808.0,555.56,785.835,2760068.5409410675,676.9460083653448
2018-02-06,1,Bitcoin,6.779921907472252,6959.873333333332,8150.0,5850.0,7698.44,506515.99672877067,6824.884583685405
2018-02-07,9,Litecoin,2.3978952727983707,141.81,160.03,129.94,137.91666666666666,1972788.407219185,145.20082738816993
2018-02-07,6,Ethereum,5.8944028342648505,785.2800000000002,866.05,713.08,750.3100000000002,1427647.6998933263,793.8161019905206
2018-02-07,5,EOS.IO,1.3862943611198906,8.2647,8.97,7.3638,7.6848,13570494.008248826,8.249661625945707
2018-02-07,0,Binance Coin,4.30406509320417,8.2896,9.236,7.28,8.07,4407676.83,8.326754300702778
2018-02-07,11,Monero,1.6094379124341005,209.29,232.85,188.34,207.07,63262.8504134,213.36603045677515
2018-02-07,1,Bitcoin,6.779921907472252,7701.568333333333,8650.0,7125.1,7589.406666666668,283258.66463075206,7881.007342537069
2018-02-08,9,Litecoin,2.3978952727983707,137.81833333333333,151.88,136.01,149.5275,955430.4522880265,145.50386598274386
2018-02-08,11,Monero,1.6094379124341005,206.92,255.41,206.53,246.17,45622.55227598,234.3891945700812
2018-02-08,6,Ethereum,5.8944028342648505,750.6033333333335,847.0,747.23,814.03,613119.1275535389,810.7322617051299
2018-02-08,5,EOS.IO,1.3862943611198906,7.686,8.7889,7.6605,8.31915,9023157.300395705,8.307853598070244
2018-02-08,1,Bitcoin,6.779921907472252,7590.283333333334,8650.0,7543.0,8246.7675,154240.79991829675,8214.37181630461
2018-02-08,0,Binance Coin,4.30406509320417,8.07,8.3887,8.0012,8.2791,307164.19,8.278579064157945
2018-02-09,11,Monero,1.6094379124341005,247.15,258.74,230.37,257.67,40662.28581245,244.6378643056786
